rain_risk,wind_risk,visibility_risk,slope_risk,traffic_risk_index,night_flag,monsoon_flag,road_type_enc,terrain_enc,risk_score,risk_class
0.2,0.1,0.3,0.7,31,1,0,4,3,45.18,Moderate
0.2,0.1,0.3,1.0,31,1,0,4,3,48.78,Moderate
0.2,0.1,0.6,0.7,37,1,0,1,2,41.06,Moderate
1.0,0.6,0.6,0.7,43,1,1,4,3,76.54,Dangerous
0.4,1.0,0.3,1.0,40,0,1,2,3,55.6,Moderate
0.4,0.3,0.6,1.0,35,1,0,4,3,59.5,Moderate
0.2,0.1,0.1,0.7,29,1,0,4,3,41.62,Moderate
1.0,0.6,0.3,0.7,40,0,1,2,3,59.6,Moderate
1.0,0.3,0.3,0.7,46,0,1,1,2,51.88,Moderate
1.0,0.3,0.3,1.0,63,0,1,4,3,68.54,Dangerous
0.4,0.1,0.6,1.0,30,1,0,4,3,57.0,Moderate
0.2,0.3,0.6,0.4,26,1,0,1,2,37.08,Moderate
0.4,0.1,0.1,0.7,38,0,0,1,2,28.84,Safe
0.2,0.3,0.3,0.1,16,1,0,1,1,22.88,Safe
1.0,0.6,0.3,0.4,50,0,1,1,2,51.4,Moderate
0.2,0.1,0.1,0.1,37,0,0,1,1,13.86,Safe
0.4,0.1,0.1,0.4,37,0,0,1,2,25.06,Safe
0.4,0.1,0.1,0.1,22,1,0,1,1,22.76,Safe
0.2,0.3,0.6,0.7,25,1,0,1,2,40.5,Moderate
0.2,0.1,0.1,0.1,33,0,0,1,1,13.14,Safe
1.0,0.3,0.3,0.1,57,0,1,1,1,42.66,Moderate
0.7,0.3,0.3,0.1,38,0,1,1,1,33.84,Moderate
1.0,0.6,0.3,0.4,63,0,1,1,2,53.74,Moderate
0.2,0.3,0.6,0.4,23,1,0,1,2,36.54,Moderate
0.4,1.0,0.6,1.0,29,1,1,4,3,70.02,Dangerous
0.2,0.3,0.1,1.0,34,1,0,4,3,47.72,Moderate
0.7,0.3,0.3,1.0,33,1,1,4,3,65.74,Dangerous
0.2,0.1,0.3,1.0,57,0,0,4,3,45.46,Moderate
0.2,0.1,0.1,1.0,44,0,0,4,3,39.92,Moderate
0.2,0.1,0.1,0.7,21,0,0,2,3,28.58,Safe
1.0,1.0,0.6,0.7,64,0,1,4,3,75.52,Dangerous
0.2,0.3,0.3,0.4,19,1,0,1,2,31.02,Moderate
0.2,0.1,0.6,0.1,25,1,0,1,1,27.7,Safe
0.2,0.3,0.6,0.7,28,1,0,1,2,41.04,Moderate
0.2,0.3,0.1,0.1,65,0,0,3,1,24.1,Safe
0.4,0.1,0.3,0.4,68,0,0,3,2,37.44,Moderate
0.4,1.0,0.1,0.1,21,1,1,2,1,38.18,Moderate
0.2,0.1,0.6,0.1,27,1,0,2,1,30.46,Moderate
0.2,0.3,0.3,0.4,29,0,0,2,2,27.22,Safe
0.2,0.1,0.3,0.1,60,0,0,3,1,24.8,Safe
0.2,0.1,0.6,0.4,44,1,0,1,2,38.72,Moderate
0.2,0.1,0.1,0.1,69,0,0,3,1,23.22,Safe
0.2,0.1,0.1,0.1,39,1,0,3,1,25.82,Safe
1.0,0.3,0.6,0.7,44,0,1,2,2,58.72,Moderate
0.4,0.3,0.3,0.4,29,1,1,1,2,42.42,Moderate
1.0,1.0,0.6,0.4,57,0,1,1,2,60.66,Dangerous
0.4,0.1,0.1,0.1,24,1,0,1,1,23.12,Safe
0.2,0.3,0.3,0.1,37,0,0,1,1,18.66,Safe
0.2,0.1,0.6,0.4,23,1,0,1,2,34.94,Moderate
0.2,0.1,0.3,1.0,37,1,0,2,3,46.26,Moderate
0.4,0.3,0.1,1.0,65,0,1,4,3,54.9,Moderate
0.2,0.3,0.3,0.7,41,1,0,4,3,48.58,Moderate
0.2,0.3,0.3,1.0,45,0,0,4,3,44.9,Moderate
0.0,0.3,0.3,1.0,51,1,0,4,3,50.38,Moderate
0.2,0.3,0.1,0.4,24,1,0,1,2,28.72,Safe
0.2,0.3,0.3,0.4,23,1,0,1,2,31.74,Moderate
0.2,0.3,0.1,0.4,46,0,0,1,2,24.68,Safe
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.4,0.6,0.6,0.4,23,1,1,1,2,48.54,Moderate
0.2,0.1,0.1,0.4,25,1,0,1,2,27.3,Safe
0.7,0.3,1.0,0.7,23,1,1,2,3,67.94,Dangerous
0.2,0.1,0.3,1.0,19,1,0,2,3,43.02,Moderate
1.0,0.6,0.6,1.0,71,0,1,4,3,77.18,Dangerous
1.0,0.6,0.6,1.0,43,1,1,4,3,80.14,Dangerous
0.2,0.3,0.3,0.4,28,0,0,1,1,20.64,Safe
0.4,1.0,0.1,0.4,51,0,1,1,2,40.78,Moderate
0.2,0.3,0.1,0.4,39,0,0,1,2,23.42,Safe
0.2,0.3,0.1,0.4,50,0,0,1,2,25.4,Safe
1.0,0.3,1.0,0.4,46,0,1,1,2,59.48,Moderate
0.2,0.1,0.1,0.7,33,0,0,1,2,24.34,Safe
1.0,0.6,0.6,0.4,41,1,1,1,2,62.58,Dangerous
1.0,0.3,1.0,0.4,40,1,1,1,2,66.4,Dangerous
0.2,0.1,0.3,0.1,37,0,0,1,1,17.06,Safe
0.4,0.3,0.3,0.1,29,1,0,1,1,28.82,Safe
0.4,0.3,0.1,0.1,37,1,0,1,1,27.06,Safe
0.4,0.3,0.6,0.1,27,1,0,1,1,33.26,Moderate
1.0,1.0,0.3,0.7,62,0,1,1,2,60.36,Dangerous
0.2,0.1,0.3,0.4,25,1,0,1,2,30.5,Moderate
1.0,1.0,1.0,0.1,42,1,1,1,1,64.76,Dangerous
0.2,0.3,0.6,0.1,51,1,0,1,1,33.98,Moderate
0.2,0.3,0.1,0.4,43,0,0,1,2,24.14,Safe
0.4,1.0,0.3,0.4,32,0,1,1,2,40.56,Moderate
0.7,1.0,1.0,0.4,53,0,1,1,2,60.94,Dangerous
0.4,0.6,0.3,0.4,50,0,1,1,2,40.6,Moderate
1.0,0.6,0.3,0.1,59,0,1,1,1,45.42,Moderate
0.2,0.3,0.3,0.4,25,1,0,1,2,32.1,Moderate
0.4,0.3,0.3,0.1,36,0,0,1,1,22.08,Safe
0.4,0.1,0.3,0.7,24,1,0,1,2,37.52,Moderate
0.4,0.3,0.3,0.4,35,0,0,1,2,29.5,Safe
0.2,0.3,0.1,0.4,43,0,0,1,2,24.14,Safe
0.2,0.3,0.3,0.1,29,0,0,1,1,17.22,Safe
1.0,0.6,0.3,0.4,54,1,1,1,2,60.12,Dangerous
0.2,0.3,0.3,0.7,21,1,0,1,2,34.98,Moderate
0.2,0.3,0.3,0.1,25,1,0,1,1,24.5,Safe
0.4,0.6,0.3,1.0,32,0,1,2,3,50.96,Moderate
0.2,0.3,0.3,1.0,29,0,0,2,3,38.42,Moderate
0.2,0.3,0.3,1.0,41,0,0,4,3,44.18,Moderate
0.2,0.1,0.3,1.0,39,0,0,4,3,42.22,Moderate
1.0,0.6,0.3,1.0,37,1,1,2,3,70.66,Dangerous
0.2,0.3,0.6,0.4,26,1,0,1,2,37.08,Moderate
1.0,0.6,0.6,1.0,79,0,1,4,3,78.62,Dangerous
0.2,0.1,0.1,0.4,32,0,0,1,2,20.56,Safe
1.0,1.0,0.6,0.4,54,0,1,1,2,60.12,Dangerous
0.2,0.1,0.1,0.1,26,0,0,1,1,11.88,Safe
0.2,0.3,0.1,0.1,30,1,0,1,1,22.2,Safe
0.2,0.3,0.3,0.4,26,1,0,1,2,32.28,Moderate
1.0,0.3,0.3,0.4,65,0,1,1,2,51.7,Moderate
1.0,1.0,0.3,0.4,63,0,1,1,2,56.94,Moderate
0.2,0.1,0.3,0.1,24,1,0,1,1,22.72,Safe
0.2,0.3,0.6,0.1,22,1,0,1,1,28.76,Safe
0.2,0.1,0.1,0.4,33,0,0,1,2,20.74,Safe
0.4,0.6,0.1,0.1,30,0,1,1,1,26.2,Safe
0.2,0.3,0.6,0.4,43,1,0,1,2,40.14,Moderate
0.7,1.0,1.0,1.0,61,0,1,4,3,79.58,Dangerous
1.0,1.0,0.1,0.4,66,0,1,1,2,54.28,Moderate
0.2,0.3,0.3,0.4,47,1,0,1,2,36.06,Moderate
0.2,0.1,0.1,0.1,32,1,0,1,1,20.96,Safe
0.2,0.3,0.3,0.1,43,1,0,1,1,27.74,Safe
0.7,0.3,0.6,0.4,55,0,1,1,2,49.3,Moderate
0.2,0.3,0.1,0.4,30,0,0,1,2,21.8,Safe
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.7,1.0,0.6,0.7,41,0,1,1,2,55.98,Moderate
0.2,0.1,0.1,0.4,38,0,0,1,2,21.64,Safe
0.4,1.0,0.6,0.7,34,1,1,4,3,67.32,Dangerous
0.2,0.3,0.1,1.0,43,0,0,4,3,41.34,Moderate
0.2,0.1,0.3,0.7,57,1,0,4,3,49.86,Moderate
0.2,0.3,0.1,1.0,49,0,0,4,3,42.42,Moderate
0.2,0.3,0.1,1.0,26,1,0,2,3,42.68,Moderate
0.2,0.3,0.1,0.7,52,0,0,4,3,39.36,Moderate
0.2,0.1,0.1,0.4,29,0,0,1,2,20.02,Safe
1.0,1.0,0.6,0.7,53,0,1,1,2,63.54,Dangerous
0.2,0.3,0.3,0.1,23,1,0,1,1,24.14,Safe
0.2,0.3,0.3,0.7,43,0,0,1,2,30.94,Moderate
0.2,0.1,0.1,0.7,38,0,0,1,2,25.24,Safe
0.4,0.1,0.1,1.0,49,0,0,4,3,44.42,Moderate
0.2,0.3,0.1,0.7,36,0,0,4,3,36.48,Moderate
0.2,0.1,0.1,1.0,46,0,0,4,3,40.28,Moderate
0.2,0.3,0.3,1.0,26,1,0,4,3,49.48,Moderate
0.2,0.1,0.1,0.4,21,1,0,1,2,26.58,Safe
1.0,0.6,0.6,0.4,59,0,1,1,2,57.82,Moderate
1.0,0.6,0.1,0.4,47,0,1,1,2,47.66,Moderate
0.4,0.1,0.3,0.4,43,0,0,1,2,29.34,Safe
0.2,0.1,0.1,0.4,44,0,0,1,2,22.72,Safe
0.2,0.3,0.1,0.4,37,0,0,1,2,23.06,Safe
0.2,0.3,0.6,1.0,58,1,0,4,3,60.04,Dangerous
0.2,0.1,0.1,1.0,35,0,0,2,3,34.7,Moderate
1.0,1.0,0.6,1.0,60,0,1,4,3,78.4,Dangerous
0.2,0.1,0.6,0.7,30,1,0,4,3,49.8,Moderate
0.4,0.3,0.6,1.0,24,1,0,2,3,53.92,Moderate
0.2,0.1,0.1,0.4,28,1,0,1,2,27.84,Safe
0.2,0.1,0.1,0.4,39,0,0,1,2,21.82,Safe
1.0,0.3,0.3,0.4,37,1,1,1,2,54.66,Moderate
1.0,0.3,0.3,0.1,65,0,1,1,1,44.1,Moderate
0.7,1.0,0.3,0.1,42,0,1,1,1,40.16,Moderate
0.2,0.1,0.6,0.1,28,1,0,1,1,28.24,Safe
0.2,0.3,0.1,0.1,38,0,0,1,1,15.64,Safe
0.2,0.1,0.3,0.1,33,0,0,1,1,16.34,Safe
0.2,0.1,0.3,0.1,41,0,0,1,1,17.78,Safe
0.7,1.0,0.3,0.4,48,0,1,1,2,48.84,Moderate
0.4,0.1,0.3,1.0,62,0,0,4,3,49.96,Moderate
0.2,0.1,0.3,0.7,47,0,0,4,3,40.06,Moderate
0.2,0.3,0.6,1.0,29,1,0,2,3,51.22,Moderate
0.2,0.1,0.3,0.7,29,1,0,4,3,44.82,Moderate
0.4,0.1,0.3,1.0,31,0,0,2,3,40.78,Moderate
0.2,0.3,0.3,0.7,26,1,0,4,3,45.88,Moderate
0.4,0.6,0.3,0.7,44,0,1,4,3,53.12,Moderate
0.7,0.3,1.0,1.0,53,0,1,4,3,72.54,Dangerous
0.4,0.1,0.1,1.0,62,0,0,4,3,46.76,Moderate
0.2,0.3,0.3,0.7,43,0,0,1,2,30.94,Moderate
0.2,0.3,0.6,0.4,43,1,0,1,2,40.14,Moderate
1.0,1.0,0.3,0.1,48,1,1,1,1,54.64,Moderate
0.2,0.1,0.3,0.1,46,1,0,1,1,26.68,Safe
0.2,0.1,0.3,0.7,32,0,0,1,2,27.36,Safe
0.2,0.1,0.1,0.7,40,0,0,1,2,25.6,Safe
0.2,0.1,0.6,1.0,37,0,0,4,3,46.66,Moderate
0.2,0.1,0.3,1.0,44,0,0,2,3,39.52,Moderate
0.7,0.3,1.0,0.4,56,0,1,1,2,55.88,Moderate
0.2,0.1,0.1,0.4,35,0,0,1,2,21.1,Safe
0.2,0.1,0.3,0.7,28,1,0,1,2,34.64,Moderate
1.0,1.0,0.3,0.4,46,0,1,1,2,53.88,Moderate
0.2,0.3,0.1,0.1,49,0,0,1,1,17.62,Safe
0.2,0.1,0.1,0.7,45,1,0,1,2,34.5,Moderate
0.2,0.3,0.1,0.1,22,1,0,1,1,20.76,Safe
0.2,0.1,0.1,0.1,46,1,0,1,1,23.48,Safe
0.2,0.1,0.6,0.4,16,1,0,1,2,33.68,Moderate
1.0,0.6,1.0,0.4,47,1,1,1,2,70.06,Dangerous
0.2,0.3,0.1,0.4,28,1,0,1,2,29.44,Safe
0.2,0.3,0.3,0.4,37,0,0,1,2,26.26,Safe
0.2,0.1,0.1,0.4,28,0,0,1,2,19.84,Safe
0.2,0.3,0.6,0.7,24,1,0,1,2,40.32,Moderate
0.4,0.3,0.3,0.4,25,1,1,1,2,41.7,Moderate
0.2,0.3,0.1,0.1,39,0,0,1,1,15.82,Safe
0.2,0.3,0.3,0.4,25,1,0,1,2,32.1,Moderate
0.2,0.3,0.1,0.4,36,0,0,1,2,22.88,Safe
0.7,1.0,0.3,1.0,70,0,1,4,3,70.0,Dangerous
0.4,0.3,0.3,1.0,36,1,0,4,3,54.88,Moderate
0.4,0.6,0.3,1.0,29,0,1,2,3,50.42,Moderate
0.4,0.3,0.1,1.0,64,1,1,4,3,62.72,Dangerous
0.2,0.1,0.1,1.0,56,0,0,4,3,42.08,Moderate
0.2,0.3,0.3,1.0,26,1,0,2,3,45.88,Moderate
0.2,0.3,0.1,1.0,60,0,0,4,3,44.4,Moderate
1.0,1.0,0.6,0.4,39,1,1,1,2,65.42,Dangerous
0.2,0.3,0.3,1.0,64,0,0,4,3,48.32,Moderate
1.0,1.0,0.3,1.0,51,0,1,2,3,68.38,Dangerous
1.0,1.0,1.0,0.4,65,1,1,1,2,76.5,Dangerous
0.2,0.1,0.1,0.7,34,1,0,2,3,38.92,Moderate
0.4,0.3,0.1,1.0,30,0,0,2,3,39.0,Moderate
0.2,0.3,0.3,0.4,43,1,0,1,2,35.34,Moderate
0.2,0.1,0.3,1.0,34,1,0,4,3,49.32,Moderate
0.2,0.1,0.3,0.4,33,0,0,1,2,23.94,Safe
0.2,0.3,0.1,1.0,35,0,0,4,3,39.9,Moderate
0.2,0.1,0.1,0.7,37,0,0,2,3,31.46,Moderate
0.2,0.3,0.6,1.0,37,1,0,2,3,52.66,Moderate
0.2,0.3,0.3,1.0,15,1,0,2,3,43.9,Moderate
0.2,0.1,0.3,1.0,36,1,0,4,3,49.68,Moderate
0.2,0.3,0.3,1.0,45,0,0,4,3,44.9,Moderate
0.2,0.1,0.1,1.0,59,0,0,4,3,42.62,Moderate
0.2,0.1,0.3,0.4,33,0,0,1,2,23.94,Safe
0.2,0.1,0.3,0.7,30,0,0,1,2,27.0,Safe
0.2,0.1,0.1,0.7,21,0,0,2,3,28.58,Safe
1.0,0.3,0.3,0.7,59,0,1,4,3,64.22,Dangerous
0.2,0.3,0.3,0.1,33,1,0,1,1,25.94,Safe
0.4,0.1,0.3,0.7,50,0,0,1,2,34.2,Moderate
0.2,0.1,0.6,0.4,19,1,0,1,2,34.22,Moderate
0.4,0.6,0.3,0.4,30,0,1,1,2,37.0,Moderate
1.0,0.3,0.3,1.0,32,1,1,2,3,67.36,Dangerous
0.4,0.1,0.3,0.4,27,1,0,1,2,34.46,Moderate
0.2,0.1,0.3,1.0,21,1,0,2,3,43.38,Moderate
0.2,0.1,0.1,0.4,35,0,0,1,2,21.1,Safe
0.2,0.1,0.1,0.4,34,0,0,1,2,20.92,Safe
0.2,0.3,0.1,1.0,21,0,0,2,3,33.78,Moderate
0.7,0.6,0.3,0.7,69,0,1,4,3,63.02,Dangerous
0.2,0.1,0.3,1.0,56,0,0,4,3,45.28,Moderate
0.2,0.1,0.1,1.0,60,0,0,4,3,42.8,Moderate
0.2,0.3,0.6,1.0,34,1,0,2,3,52.12,Moderate
0.4,0.1,0.3,0.7,37,1,0,4,3,49.86,Moderate
1.0,0.3,0.3,1.0,60,0,1,4,3,68.0,Dangerous
0.2,0.1,0.1,1.0,39,0,0,4,3,39.02,Moderate
0.2,0.3,0.1,0.1,46,0,0,1,1,17.08,Safe
0.2,0.3,0.1,0.4,34,0,0,1,2,22.52,Safe
0.2,0.1,0.1,0.1,42,0,0,1,1,14.76,Safe
0.2,0.3,0.1,0.4,37,0,0,1,2,23.06,Safe
0.2,0.3,0.3,0.4,30,1,0,1,2,33.0,Moderate
0.2,0.1,0.1,0.4,20,1,0,1,2,26.4,Safe
0.7,1.0,0.1,0.4,37,0,1,1,2,43.66,Moderate
0.2,0.1,0.1,0.1,47,0,0,1,1,15.66,Safe
0.2,0.3,0.1,0.4,38,0,0,1,2,23.24,Safe
0.7,1.0,1.0,0.1,35,1,1,1,1,58.1,Moderate
0.2,0.3,0.6,0.7,29,1,0,4,3,51.22,Moderate
0.2,0.1,0.1,0.7,43,0,0,4,3,36.14,Moderate
0.2,0.1,0.1,1.0,37,1,0,2,3,43.06,Moderate
1.0,0.6,0.6,1.0,49,1,1,4,3,81.22,Dangerous
0.2,0.3,0.3,1.0,55,0,0,4,3,46.7,Moderate
1.0,0.6,0.6,1.0,76,0,1,4,3,78.08,Dangerous
1.0,0.6,0.3,0.7,64,0,1,4,3,67.52,Dangerous
0.2,0.1,0.6,1.0,26,1,0,4,3,52.68,Moderate
0.2,0.3,0.3,1.0,24,1,0,2,3,45.52,Moderate
0.2,0.1,0.1,0.1,30,1,0,1,1,20.6,Safe
1.0,0.6,0.6,0.1,54,0,1,1,1,49.32,Moderate
0.4,0.3,0.1,0.1,42,0,0,1,1,19.96,Safe
0.2,0.3,0.3,0.1,20,1,0,1,1,23.6,Safe
0.2,0.3,0.6,0.1,26,1,0,1,1,29.48,Safe
1.0,1.0,0.3,0.4,54,0,1,1,2,55.32,Moderate
0.4,1.0,0.3,0.7,27,1,1,1,2,51.26,Moderate
0.2,0.3,0.3,1.0,23,1,0,4,3,48.94,Moderate
0.7,1.0,0.3,1.0,40,1,1,4,3,72.6,Dangerous
1.0,1.0,0.6,0.7,51,1,1,4,3,81.18,Dangerous
0.4,0.3,0.6,1.0,30,1,1,4,3,64.6,Dangerous
1.0,1.0,0.6,1.0,35,1,1,2,3,78.3,Dangerous
1.0,1.0,0.6,1.0,63,0,1,4,3,78.94,Dangerous
0.2,0.3,0.1,0.7,48,0,0,4,3,38.64,Moderate
0.2,0.1,0.1,0.7,42,0,0,4,3,35.96,Moderate
1.0,0.3,1.0,0.7,59,0,1,4,3,75.42,Dangerous
0.2,0.1,0.3,1.0,35,1,0,4,3,49.5,Moderate
0.4,0.3,0.3,0.4,48,0,0,1,2,31.84,Moderate
0.2,0.3,0.3,0.1,45,0,0,1,1,20.1,Safe
0.4,0.3,0.6,0.1,29,1,0,1,1,33.62,Moderate
0.2,0.1,0.3,0.4,37,0,0,1,2,24.66,Safe
0.2,0.1,0.1,0.4,50,0,0,1,2,23.8,Safe
0.2,0.1,0.1,0.7,40,0,0,1,2,25.6,Safe
0.2,0.1,0.1,0.4,26,1,0,1,2,27.48,Safe
0.4,0.1,0.1,0.1,36,0,0,1,1,17.28,Safe
0.4,0.3,0.3,0.4,31,0,0,1,2,28.78,Safe
0.4,1.0,0.3,0.4,45,0,1,1,2,42.9,Moderate
1.0,0.6,0.3,1.0,63,0,1,4,3,70.94,Dangerous
0.2,0.1,0.3,1.0,28,1,0,4,3,48.24,Moderate
0.7,0.3,0.3,1.0,25,1,1,2,3,60.7,Dangerous
0.2,0.3,0.3,1.0,62,0,0,4,3,47.96,Moderate
0.2,0.1,0.3,0.7,40,0,0,4,3,38.8,Moderate
0.2,0.1,0.1,0.7,42,0,0,4,3,35.96,Moderate
1.0,0.6,0.6,0.7,48,1,1,4,3,77.44,Dangerous
0.2,0.3,0.1,1.0,28,1,0,4,3,46.64,Moderate
0.7,1.0,0.3,1.0,47,0,1,4,3,65.86,Dangerous
0.4,1.0,0.3,1.0,62,0,1,4,3,63.16,Dangerous
0.2,0.1,0.3,0.1,16,1,0,1,1,21.28,Safe
0.2,0.3,0.1,0.7,31,0,0,1,2,25.58,Safe
0.2,0.1,0.1,0.1,38,0,0,1,1,14.04,Safe
0.7,1.0,1.0,0.1,38,0,1,1,1,50.64,Moderate
0.4,0.6,0.1,0.4,32,0,1,1,2,34.16,Moderate
0.2,0.1,0.3,0.4,43,0,0,1,2,25.74,Safe
0.4,0.1,0.3,0.4,23,1,0,1,2,33.74,Moderate
0.2,0.3,0.1,0.1,28,1,0,1,1,21.84,Safe
1.0,0.6,1.0,0.4,62,1,1,1,2,72.76,Dangerous
0.4,0.1,0.3,0.7,32,0,0,1,2,30.96,Moderate
0.2,0.3,0.6,0.7,29,1,0,1,2,41.22,Moderate
0.2,0.3,0.1,0.1,22,1,0,1,1,20.76,Safe
0.2,0.3,0.3,0.4,46,0,0,1,2,27.88,Safe
1.0,0.6,0.6,0.7,41,1,1,1,2,66.18,Dangerous
0.4,0.3,0.3,0.4,33,1,1,1,2,43.14,Moderate
0.4,0.1,0.1,0.1,23,1,0,1,1,22.94,Safe
0.2,0.3,0.6,0.4,21,1,0,1,2,36.18,Moderate
0.2,0.3,0.3,0.1,24,1,0,1,1,24.32,Safe
1.0,0.3,0.3,0.1,52,0,1,1,1,41.76,Moderate
0.2,0.1,0.3,0.1,18,1,0,1,1,21.64,Safe
0.7,0.3,1.0,1.0,42,0,1,2,3,66.96,Dangerous
0.2,0.3,0.6,1.0,60,1,0,4,3,60.4,Dangerous
0.2,0.3,0.1,0.7,38,0,0,1,2,26.84,Safe
1.0,0.3,1.0,1.0,64,0,1,4,3,79.92,Dangerous
0.2,0.3,0.6,1.0,30,1,0,4,3,55.0,Moderate
0.2,0.3,0.1,0.7,37,0,0,4,3,36.66,Moderate
0.2,0.3,0.3,0.1,25,1,0,1,1,24.5,Safe
0.4,0.3,0.1,0.1,35,0,0,1,1,18.7,Safe
0.2,0.3,0.3,0.1,44,1,0,1,1,27.92,Safe
0.2,0.1,0.3,0.1,31,0,0,1,1,15.98,Safe
0.2,0.3,0.3,1.0,36,1,0,4,3,51.28,Moderate
0.2,0.3,0.6,0.4,23,1,0,1,2,36.54,Moderate
1.0,0.3,0.3,1.0,56,0,1,4,3,67.28,Dangerous
0.2,0.1,0.3,0.4,22,1,0,1,2,29.96,Safe
0.2,0.1,0.3,0.7,60,0,0,4,3,42.4,Moderate
0.4,0.6,0.1,1.0,35,1,1,4,3,59.9,Moderate
0.2,0.1,0.1,1.0,43,0,0,2,3,36.14,Moderate
0.4,0.3,0.6,1.0,62,1,0,4,3,64.36,Dangerous
1.0,1.0,0.3,0.4,64,1,1,1,2,65.12,Dangerous
0.2,0.1,0.1,1.0,35,0,0,4,3,38.3,Moderate
0.7,1.0,0.3,0.1,49,0,1,1,1,41.42,Moderate
0.4,0.3,0.3,0.7,28,1,0,1,2,39.84,Moderate
0.2,0.3,0.1,0.4,33,0,0,1,2,22.34,Safe
0.4,0.1,0.3,0.4,47,1,0,1,2,38.06,Moderate
0.2,0.1,0.6,0.4,22,1,0,1,2,34.76,Moderate
0.7,0.6,1.0,0.1,35,1,1,1,1,54.9,Moderate
0.2,0.1,0.3,0.4,49,0,0,1,2,26.82,Safe
0.2,0.3,0.6,0.1,37,1,0,1,1,31.46,Moderate
1.0,0.6,0.6,0.1,47,0,1,1,1,48.06,Moderate
0.2,0.3,0.1,0.4,30,1,0,1,2,29.8,Safe
0.2,0.3,0.3,0.1,26,1,0,1,1,24.68,Safe
0.7,1.0,0.6,0.1,47,0,1,1,1,45.86,Moderate
0.4,0.3,0.3,0.1,26,1,0,1,1,28.28,Safe
1.0,1.0,0.6,1.0,35,1,1,2,3,78.3,Dangerous
0.4,0.6,0.1,0.7,34,0,1,1,2,38.12,Moderate
0.2,0.1,0.3,0.7,37,1,0,2,3,42.66,Moderate
1.0,0.3,1.0,1.0,39,1,1,2,3,79.82,Dangerous
0.2,0.1,0.3,1.0,48,0,0,4,3,43.84,Moderate
0.7,0.6,1.0,0.4,48,1,1,1,2,64.84,Dangerous
0.2,0.3,0.3,0.4,24,1,0,1,2,31.92,Moderate
0.2,0.3,0.1,1.0,52,0,0,4,3,42.96,Moderate
1.0,0.6,0.6,0.4,46,0,1,1,2,55.48,Moderate
1.0,0.6,0.6,1.0,51,1,1,2,3,77.98,Dangerous
1.0,0.3,0.3,1.0,75,0,1,4,3,70.7,Dangerous
0.2,0.3,0.1,0.1,30,0,0,1,1,14.2,Safe
0.2,0.3,0.3,0.1,34,0,0,1,1,18.12,Safe
1.0,0.6,0.1,0.1,36,1,1,1,1,46.08,Moderate
0.7,0.3,0.3,0.7,49,1,1,1,2,55.02,Moderate
0.4,0.1,0.3,0.1,22,1,0,1,1,25.96,Safe
0.2,0.3,0.3,0.7,28,0,0,1,2,28.24,Safe
0.2,0.3,0.3,0.4,30,0,0,1,2,25.0,Safe
1.0,1.0,0.6,0.7,63,1,1,1,2,73.34,Dangerous
0.2,0.3,0.1,0.4,48,0,0,1,2,25.04,Safe
0.4,0.1,0.1,0.1,51,1,0,1,1,27.98,Safe
0.2,0.3,0.1,0.4,47,0,0,1,2,24.86,Safe
1.0,0.3,0.3,0.1,65,0,1,1,1,44.1,Moderate
0.2,0.3,0.6,0.1,21,1,0,1,1,28.58,Safe
0.2,0.1,0.6,0.1,26,1,0,1,1,27.88,Safe
0.2,0.1,0.1,0.7,39,0,0,1,2,25.42,Safe
0.4,0.3,0.3,0.7,44,1,0,1,2,42.72,Moderate
0.2,0.3,0.3,0.1,20,1,0,1,1,23.6,Safe
1.0,1.0,0.6,0.1,42,1,1,1,1,58.36,Moderate
0.2,0.3,0.1,0.4,32,0,0,1,2,22.16,Safe
0.7,0.3,0.3,0.1,41,0,1,1,1,34.38,Moderate
1.0,1.0,0.1,0.4,65,0,1,1,2,54.1,Moderate
0.4,0.3,0.3,0.4,38,1,1,1,2,44.04,Moderate
1.0,0.6,0.6,1.0,71,1,1,4,3,85.18,Dangerous
0.2,0.3,0.1,1.0,58,0,0,4,3,44.04,Moderate
0.2,0.1,0.1,1.0,32,1,0,4,3,45.76,Moderate
0.2,0.1,0.3,1.0,37,1,0,4,3,49.86,Moderate
0.2,0.1,0.6,0.7,25,1,0,1,2,38.9,Moderate
0.2,0.1,0.1,0.1,44,0,0,1,1,15.12,Safe
0.4,0.3,0.3,0.1,37,0,1,1,1,28.26,Safe
0.2,0.1,0.1,0.7,16,1,0,1,2,29.28,Safe
0.2,0.3,0.1,0.1,41,0,0,1,1,16.18,Safe
0.7,0.6,0.3,1.0,68,0,1,4,3,66.44,Dangerous
1.0,0.3,1.0,1.0,45,1,1,4,3,84.5,Dangerous
0.2,0.3,0.3,0.4,43,1,0,1,2,35.34,Moderate
0.4,0.6,0.1,1.0,57,0,1,4,3,55.86,Moderate
0.4,1.0,0.1,1.0,40,0,1,4,3,56.0,Moderate
0.4,0.3,0.6,0.4,25,1,1,1,2,46.5,Moderate
0.2,0.3,0.1,0.4,34,0,0,1,2,22.52,Safe
0.2,0.3,0.1,0.4,28,0,0,1,2,21.44,Safe
0.7,0.3,0.6,0.7,40,0,1,1,2,50.2,Moderate
0.2,0.1,0.3,0.1,24,1,0,1,1,22.72,Safe
